Frequency       Specific_Flux_Density
# Shifted to 64km/s   #mean in elliptical region shown in Corby et al. (2015), MNRAS
(MHz)	        (mJy_arcsec^{-2}) 

30136.50583832  -0.07127432 
30137.50605132  -0.09814632 
30138.50626532  -0.06892532 
30139.50647832  -0.01082432 
30140.50669232  -0.02889132 
30141.50690532  -0.15106632 
30142.50711932  -0.00774232 
30143.50733232  -0.03232532 
30144.50754632  -0.11557232 
30145.50775932  -0.01653532 
30146.50797332  -0.04043232 
30147.50818632  -0.12655432 
30148.50840032  -0.09126432 
30149.50861332  -0.03947832 
30150.50882732  -0.01896232 
30151.50708732  -0.06307932 
30152.50730132  0.01577732 
30153.50751432  -0.07960232 
30154.50772832  -0.13768132 
30155.50794132  -0.07435132 
30156.50815532  0.01498532 
30157.50836832  0.03492932 
30158.50858232  0.12079132 
30159.50879532  -0.03438032 
30160.50900932  0.09751032 
30161.50922232  0.00498332 
30162.50943632  0.02220732 
30163.50964932  0.06869132 
30164.50986332  0.01582532 
30165.51007632  0.07352532 
30166.50833632  0.00981632 
30167.50855032  0.11025432 
30168.50876332  0.02820532 
30169.50897732  0.04531932 
30170.50919032  -0.05264032 
30171.50940432  0.02300332 
30172.50961832  0.04063032 
30173.50983132  -0.01795232 
30174.51004532  -0.00516432 
30175.51025832  0.06268332 
30176.51047232  0.08169232 
30177.51068532  0.03584732 
30178.51089932  -0.06766132 
30179.51111232  -0.15256432 
30180.51132632  -0.01458332 
30181.50958632  0.00526932 
30182.50979932  0.11103132 
30183.51001332  -0.03975732 
30184.51022632  -0.00036432 
30185.51044032  -0.00843932 
30186.51065332  0.01824232 
30187.51086732  0.01560432 
30188.51108032  0.00079432 
30189.51129432  -0.00630632 
30190.51150732  0.01280132 
30191.51172132  0.03597332 
30192.51193532  0.00124532 
30193.51214832  -0.09577332 
30194.51236232  -0.01464632 
30195.51257532  0.05029232 
30196.51083532  -0.04528932 
30197.51104932  -0.03858132 
30198.51126232  -0.08433132 
30199.51147632  0.01235932 
30200.51168932  -0.06885332 
30201.51190332  -0.05977232 
30202.51211632  0.09062332 
30203.51233032  -0.00932332 
30204.51254332  -0.01780832 
30205.51275732  0.02984532 
30206.51297032  -0.00669532 
30207.51318432  0.05408232 
30208.51339732  0.06375132 
30209.51361132  -0.01476132 
30210.51382432  -0.02341632 
30211.51208432  0.12636932 
30212.51229832  0.01501632 
30213.51251132  0.09827932 
30214.51272532  0.02224432 
30215.51293932  -0.00804632 
30216.51315232  -0.03615332 
30217.51336632  0.05250932 
30218.51357932  0.01412532 
30219.51379332  -0.00746632 
30220.51400632  0.06103532 
30221.51422032  0.00208432 
30222.51443332  -0.01232432 
30223.51464732  -0.05940832 
30224.51486032  -0.15708132 
30225.51507432  0.03573132 
30226.51333432  -0.08654032 
30227.51354732  -0.01859932 
30228.51376132  0.05582832 
30229.51397432  -0.00538132 
30230.51418832  0.05867732 
30231.51440132  0.05085532 
30232.51461532  -0.05785832 
30233.51482832  -0.04132932 
30234.51504232  0.00741232 
30235.51525632  0.01587532 
30236.51546932  -0.01422632 
30237.51568332  -0.04913632 
30238.51589632  -0.02677732 
30239.51611032  -0.02045132 
30240.51632332  -0.04469632 
30241.51458332  -0.06894232 
30242.51479732  0.05402432 
30243.51501032  -0.03777732 
30244.51522432  0.02019632 
30245.51543732  -0.11513732 
30246.51565132  0.01397832 
30247.51586432  -0.05774832 
30248.51607832  0.03762232 
30249.51629132  0.07309232 
30250.51650532  0.01305932 
30251.51671832  0.04318032 
30252.51693232  0.11118132 
30253.51714532  0.04229532 
30254.51735932  0.03919632 
30255.51757332  0.05721932 
30256.51583332  0.02075732 
30257.51604632  0.00985032 
30258.51626032  -0.00270132 
30259.51647332  -0.06694132 
30260.51668732  -0.03346232 
30261.51690032  0.02537632 
30262.51711432  -0.01355732 
30263.51732732  -0.07837732 
30264.51754132  -0.00347732 
30265.51775432  0.02776032 
30266.51796832  -0.02171232 
30267.51818132  0.04937732 
30268.51839532  0.00437432 
30269.51860832  -0.00832732 
30270.51882232  0.02663432 
30271.51708232  0.04878632 
30272.51729532  -0.00998832 
30273.51750932  0.01517932 
30274.51772232  -0.02270332 
30275.51793632  -0.02629432 
30276.51815032  0.02739732 
30277.51836332  0.06558832 
30278.51857732  0.06840732 
30279.51879032  -0.04036332 
30280.51900432  0.11293332 
30281.51921732  0.02211032 
30282.51943132  0.03268732 
30283.51964432  -0.10097132 
30284.51985832  -0.05607732 
30285.52007132  -0.09810732 
30286.51833132  -0.03877732 
30287.51854532  -0.06494732 
30288.51875832  -0.09111732 
30289.51897232  -0.07157332 
30290.51918532  -0.00117032 
30291.51939932  -0.02926532 
30292.51961232  -0.04345432 
30293.51982632  -0.02641332 
30294.52003932  -0.00659532 
30295.52025332  0.02983832 
30296.52046632  -0.08447032 
30297.52068032  -0.03737332 
30298.52089432  -0.09392732 
30299.52110732  -0.08650532 
30300.52132132  -0.02384232 
30301.51958132  -0.04351432 
30302.51979432  0.02993232 
30303.52000832  -0.02987332 
30304.52022132  0.04080432 
30305.52043532  -0.02615332 
30306.52064832  0.05216932 
30307.52086232  0.00349432 
30308.52107532  -0.02413932 
30309.52128932  0.01384932 
30310.52150232  0.01626232 
30311.52171632  0.03437632 
30312.52192932  0.07971432 
30313.52214332  0.04329332 
30314.52235632  0.03353332 
30315.52257032  0.03201932 
30316.52083032  0.00752632 
30317.52104332  0.14930032 
30318.52125732  -0.12111332 
30319.52147132  -0.02862932 
30320.52168432  0.08916632 
30321.52189832  -0.01824632 
30322.52211132  -0.03017632 
30323.52232532  -0.00765832 
30324.52253832  0.05102732 
30325.52275232  0.06453432 
30326.52296532  0.05518232 
30327.52317932  -0.07485032 
30328.52339232  -0.01723932 
30329.52360632  0.03283532 
30330.52381932  0.02878932 
30331.52207932  -0.01500232 
30332.52229332  0.08116332 
30333.52250632  -0.07341632 
30334.52272032  -0.05398832 
30335.52293332  -0.03492432 
30336.52314732  -0.01184132 
30337.52336032  -0.03998332 
30338.52357432  0.02499032 
30339.52378832  -0.02238332 
30340.52400132  0.12417032 
30341.52421532  0.10721932 
30342.52442832  0.10305532 
30343.52464232  0.03249432 
30344.52485532  -0.02407132 
30345.52506932  0.00581932 
30346.52332932  0.05154332 
30347.52354232  0.04201632 
30348.52375632  0.02210132 
30349.52396932  -0.03652832 
30350.52418332  -0.04715032 
30351.52439632  -0.02585232 
30352.52461032  0.04391432 
30353.52482332  -0.00093232 
30354.52503732  0.01961732 
30355.52525032  0.09405132 
30356.52546432  -0.08183032 
30357.52567732  -0.00527732 
30358.52589132  -0.10765532 
30359.52610532  -0.08163232 
30360.52631832  -0.13526732 
30361.52457832  -0.12294932 
30362.52479232  -0.03909032 
30363.52500532  -0.03531132 
30364.52521932  -0.02707532 
30365.52543232  -0.07763932 
30366.52564632  -0.03634732 
30367.52585932  -0.05705532 
30368.52607332  -0.06239832 
30369.52628632  -0.06774132 
30370.52650032  -0.05944732 
30371.52671332  -0.07536332 
30372.52692732  -0.11067032 
30373.52714032  0.01415232 
30374.52735432  0.01225532 
30375.52756732  -0.08678032 
30376.52582732  0.04250732 
30377.52604132  0.01947032 
30378.52625432  -0.02057432 
30379.52646832  0.06560032 
30380.52668132  0.01549432 
30381.52689532  0.07337632 
30382.52710932  0.01899332 
30383.52732232  -0.03950332 
30384.52753632  0.07006332 
30385.52774932  -0.02457832 
30386.52796332  0.04088632 
30387.52817632  0.08578232 
30388.52839032  0.09636732 
30389.52860332  0.04513532 
30390.52881732  0.05243232 
30391.52707732  0.12772632 
30392.52729032  0.02951932 
30393.52750432  0.02715532 
30394.52771732  0.02110332 
30395.52793132  -0.05431132 
30396.52814432  0.00055632 
30397.52835832  -0.05680932 
30398.52857132  -0.03803432 
30399.52878532  -0.07055232 
30400.52899832  0.03713432 
30401.52921232  0.06014432 
30402.52942632  0.01517432 
30403.52963932  0.01826732 
30404.52985332  0.02060032 
30405.53006632  0.00639432 
30406.52832632  -0.00248732 
30407.52854032  0.00858432 
30408.52875332  -0.04173732 
30409.52896732  0.01907132 
30410.52918032  -0.07033532 
30411.52939432  0.00814032 
30412.52960732  0.04952232 
30413.52982132  0.05873832 
30414.53003432  -0.01003832 
30415.53024832  0.01134532 
30416.53046132  0.03272732 
30417.53067532  0.01234532 
30418.53088832  -0.03443932 
30419.53110232  -0.04582832 
30420.53131532  -0.02104432 
30421.52957532  -0.01794232 
30422.52978932  0.02262332 
30423.53000232  -0.10220132 
30424.53021632  -0.10537232 
30425.53043032  0.05727032 
30426.53064332  0.11303632 
30427.53085732  0.08124932 
30428.53107032  -0.06626932 
30429.53128432  -0.03941932 
30430.53149732  0.07727232 
30431.53171132  0.00402132 
30432.53192432  -0.01060632 
30433.53213832  -0.04411532 
30434.53235132  -0.02233232 
30435.53256532  0.02258832 
30436.53082532  0.00419432 
30437.53103832  0.11939032 
30438.53125232  -0.06963032 
30439.53146532  -0.05035132 
30440.53167932  -0.04762332 
30441.53189232  -0.06400132 
30442.53210632  0.08622332 
30443.53231932  0.00077632 
30444.53253332  0.16507232 
30445.53274732  -0.02572632 
30446.53296032  -0.12134632 
30447.53317432  0.02395332 
30448.53338732  -0.04098532 
30449.53360132  0.08854832 
30450.53381432  0.07667332 
30451.53207432  0.03094732 
30452.53228832  -0.00121332 
30453.53250132  -0.08697132 
30454.53271532  0.02736132 
30455.53292832  -0.00442532 
30456.53314232  -0.03460732 
30457.53335532  0.04230232 
30458.53356932  -0.03960732 
30459.53378232  -0.02230832 
30460.53399632  -0.03802232 
30461.53420932  -0.00610932 
30462.53442332  -0.04031832 
30463.53463632  -0.04054932 
30464.53485032  0.04497432 
30465.53311032  -0.03628632 
30466.53332432  -0.00142432 
30467.53353732  -0.00455432 
30468.53375132  -0.06412532 
30469.53396432  0.00051032 
30470.53417832  0.02671332 
30471.53439132  0.02271532 
30472.53460532  -0.00924032 
30473.53481832  -0.00864432 
30474.53503232  0.02309132 
30475.53524532  -0.02341032 
30476.53545932  -0.01329432 
30477.53567232  0.09048832 
30478.53588632  -0.04563332 
30479.53609932  -0.02839232 
30480.53435932  -0.02837332 
30481.53457332  0.00056332 
30482.53478632  0.04294032 
30483.53500032  -0.04511432 
30484.53521332  -0.03592932 
30485.53542732  0.01916432 
30486.53564132  -0.06306232 
30487.53585432  0.06967932 
30488.53606832  0.03195832 
30489.53628132  -0.04345732 
30490.53649532  0.01211532 
30491.53670832  0.08059732 
30492.53692232  0.04923532 
30493.53713532  -0.03255032 
30494.53734932  0.02051032 
30495.53560932  0.02921132 
30496.53582232  0.06174532 
30497.53603632  0.09427832 
30498.53624932  0.18526732 
30499.53646332  0.23259132 
30500.53667632  0.27930132 
30501.53689032  0.19199332 
30502.53710332  -0.01260632 
30503.53731732  -0.07292432 
30504.53753032  -0.02272132 
30505.53774432  -0.01710032 
30506.53795732  -0.02679132 
30507.53817132  -0.03903632 
30508.53838532  0.05291732 
30509.53859832  0.05361732 
30510.53685832  0.01611032 
30511.53707232  0.04027532 
30512.53728532  -0.00150432 
30513.53749932  0.01852232 
30514.53771232  -0.02862332 
30515.53792632  -0.02545432 
30516.53813932  -0.00428932 
30517.53835332  0.03360332 
30518.53856632  -0.04667832 
30519.53878032  0.00501032 
30520.53899332  -0.06903432 
30521.53920732  0.07726732 
30522.53942032  -0.02594932 
30523.53963432  0.02624032 
30524.53984732  -0.01224432 
30525.53810732  0.05214532 
30526.53832132  0.07735832 
30527.53853432  0.03364332 
30528.53874832  -0.01609532 
30529.53896232  0.08399132 
30530.53917532  0.11108332 
30531.53938932  0.10672332 
30532.53960232  0.02428832 
30533.53981632  -0.13404632 
30534.54002932  0.01073932 
30535.54024332  -0.04407232 
30536.54045632  0.00259632 
30537.54067032  0.04292932 
30538.54088332  -0.04654832 
30539.54109732  -0.00490932 
30540.53935732  -0.01593332 
30541.53957032  0.09598332 
30542.53978432  -0.02484932 
30543.53999732  -0.00350632 
30544.54021132  0.01783732 
30545.54042432  -0.07462932 
30546.54063832  -0.05666432 
30547.54085132  0.06791832 
30548.54106532  -0.01662732 
30549.54127932  0.03586732 
30550.54149232  0.00863732 
30551.54170632  -0.07119432 
30552.54191932  0.00323832 
30553.54213332  0.02960832 
30554.54234632  0.03451532 
30555.54060632  -0.00805232 
30556.54082032  0.01291532 
30557.54103332  0.01921932 
30558.54124732  0.02809932 
30559.54146032  0.01754932 
30560.54167432  0.00620432 
30561.54188732  0.04115432 
30562.54210132  0.06697432 
30563.54231432  -0.02749632 
30564.54252832  0.03302432 
30565.54274132  -0.04590732 
30566.54295532  0.04100832 
30567.54316832  0.04026832 
30568.54338232  0.02678632 
30569.54359532  0.07648832 
30570.54185532  0.01234832 
30571.54206932  -0.00999732 
30572.54228332  -0.05236832 
30573.54249632  -0.02359932 
30574.54271032  0.01683032 
30575.54292332  -0.07906032 
30576.54313732  0.02715632 
30577.54335032  -0.03158432 
30578.54356432  -0.08774532 
30579.54377732  -0.06642332 
30580.54399132  0.05029632 
30581.54420432  -0.07674132 
30582.54441832  -0.14711732 
30583.54463132  -0.11390532 
30584.54484532  -0.05623432 
30585.54310532  -0.05090532 
30586.54331832  -0.09355532 
30587.54353232  0.00753432 
30588.54374532  -0.01459732 
30589.54395932  0.08631832 
30590.54417232  -0.01001332 
30591.54438632  -0.14319932 
30592.54460032  0.03898832 
30593.54481332  -0.10439432 
30594.54502732  0.04432432 
30595.54524032  0.09509132 
30596.54545432  0.00564032 
30597.54566732  0.13555132 
30598.54588132  -0.00504832 
30599.54609432  -0.05248432 
30600.54435432  -0.01246632 
30601.54456832  0.02755432 
30602.54478132  0.02754132 
30603.54499532  0.00649532 
30604.54520832  0.07643532 
30605.54542232  0.00156832 
30606.54563532  0.05362932 
30607.54584932  -0.01037832 
30608.54606232  0.01253132 
30609.54627632  0.01206432 
30610.54648932  -0.03548732 
30611.54670332  0.03640532 
30612.54691732  -0.01316732 
30613.54713032  -0.10471732 
30614.54734432  0.16108732 
30615.54560432  -0.02659932 
30616.54581732  -0.01090632 
30617.54603132  0.01504532 
30618.54624432  0.07709132 
30619.54645832  -0.00879432 
30620.54667132  -0.03313332 
30621.54688532  -0.01203832 
30622.54709832  0.07209332 
30623.54731232  -0.07515732 
30624.54752532  -0.02147632 
30625.54773932  0.03220632 
30626.54795232  0.04738532 
30627.54816632  -0.02387532 
30628.54837932  -0.04520132 
30629.54859332  0.01557832 
30630.54685332  0.02143132 
30631.54706632  0.06630332 
30632.54728032  0.03062832 
30633.54749332  0.04544632 
30634.54770732  0.03207332 
30635.54792132  0.04102232 
30636.54813432  0.02499532 
30637.54834832  0.07844432 
30638.54856132  0.01461632 
30639.54877532  -0.02846832 
30640.54898832  0.08262532 
30641.54920232  0.10018232 
30642.54941532  -0.03229032 
30643.54962932  -0.07701032 
30644.54984232  -0.08956532 
30645.54810232  0.03759132 
30646.54831632  0.01930532 
30647.54852932  -0.01671132 
30648.54874332  -0.02614932 
30649.54895632  -0.10438232 
30650.54917032  -0.09248532 
30651.54938332  -0.04273132 
30652.54959732  0.01529432 
30653.54981032  -0.00322132 
30654.55002432  -0.10624832 
30655.55023832  -0.07586032 
30656.55045132  -0.03136732 
30657.55066532  0.00233232 
30658.55087832  0.00698032 
30659.55109232  0.01577432 
30660.54935232  -0.01231332 
30661.54956532  0.02899832 
30662.54977932  0.08981332 
30663.54999232  -0.03542232 
30664.55020632  -0.01494932 
30665.55041932  -0.03056732 
30666.55063332  -0.05844332 
30667.55084632  0.06406032 
30668.55106032  -0.02614632 
30669.55127332  0.01104032 
30670.55148732  -0.05966632 
30671.55170032  -0.12274732 
30672.55191432  -0.11618732 
30673.55212732  0.11795532 
30674.55234132  -0.03848532 
30675.55060132  -0.00554532 
30676.55081532  -0.13349132 
30677.55102832  0.01588432 
30678.55124232  0.06940932 
30679.55145532  0.01202432 
30680.55166932  0.12319532 
30681.55188232  0.00732132 
30682.55209632  -0.03593732 
30683.55230932  0.01612632 
30684.55252332  0.01813932 
30685.55273632  -0.06129432 
30686.55295032  0.07786232 
30687.55316332  -0.01222832 
30688.55337732  -0.02538332 
30689.55359032  0.02267932 
30690.55185032  -0.02789232 
30691.55206432  -0.04885432 
30692.55227732  -0.03129432 
30693.55249132  -0.02095332 
30694.55270432  -0.08036232 
30695.55291832  0.00925932 
30696.55313232  0.01490932 
30697.55334532  0.07475532 
30698.55355932  -0.00181132 
30699.55377232  0.02904332 
30700.55398632  0.02714032 
30701.55419932  -0.01300932 
30702.55441332  0.04018532 
30703.55462632  -0.00229632 
30704.55484032  0.10321032 
30705.55310032  0.21054632 
30706.55331332  0.18687032 
30707.55352732  0.26496832 
30708.55374032  0.38884032 
30709.55395432  0.24397732 
30710.55416732  0.12296732 
30711.55438132  0.08303332 
30712.55459432  0.13706332 
30713.55480832  0.12316132 
30714.55502132  0.10403532 
30715.55523532  0.02773332 
30716.55544832  0.08865032 
30717.55566232  0.04492332 
30718.55587632  0.05768432 
30719.55608932  0.06586232 
30720.55434932  0.09169832 
30721.55456332  0.06754132 
30722.55477632  -0.07564932 
30723.55499032  0.01427132 
30724.55520332  -0.07968132 
30725.55541732  0.01661232 
30726.55563032  0.06060432 
30727.55584432  0.02030632 
30728.55605732  0.03118432 
30729.55627132  0.00190632 
30730.55648432  -0.06374632 
30731.55669832  -0.07900632 
30732.55691132  -0.06021932 
30733.55712532  -0.06633932 
30734.55733832  0.02758432 
30735.55559832  -0.08057732 
30736.55581232  -0.11859732 
30737.55602532  -0.04952332 
30738.55623932  -0.03443332 
30739.55645332  0.01648232 
30740.55666632  0.07410532 
30741.55688032  -0.02971932 
30742.55709332  0.00687332 
30743.55730732  0.01214132 
30744.55752032  0.03822832 
30745.55773432  0.00669632 
30746.55794732  -0.03424332 
30747.55816132  0.00600232 
30748.55837432  -0.02323032 
30749.55858832  0.09916632 
30750.55684832  0.11826532 
30751.55706132  -0.03028432 
30752.55727532  0.00423032 
30753.55748832  0.03874432 
30754.55770232  0.04045832 
30755.55791532  0.07225332 
30756.55812932  0.15637432 
30757.55834232  0.17290932 
30758.55855632  0.05596932 
30759.55877032  0.18804532 
30760.55898332  0.06960832 
30761.55919732  0.16429932 
30762.55941032  0.13491532 
30763.55962432  -0.00127432 
30764.55983732  0.05366032 
30765.55809732  -0.02150632 
30766.55831132  -0.02338932 
30767.55852432  -0.06765632 
30768.55873832  0.08799432 
30769.55895132  0.04998232 
30770.55916532  -0.01108332 
30771.55937832  0.06500632 
30772.55959232  0.12123132 
30773.55980532  0.08345932 
