Frequency       Specific_Flux_Density
# Shifted to 64km/s   #mean in elliptical region shown in Corby et al. (2015), MNRAS
(MHz)	        (mJy_arcsec^{-2}) 

30136.50583832  0.01682332 
30137.50605132  -0.02402732 
30138.50626532  0.00294432 
30139.50647832  -0.03509132 
30140.50669232  0.04819132 
30141.50690532  0.02018332 
30142.50711932  -0.06560132 
30143.50733232  -0.17477932 
30144.50754632  0.10831532 
30145.50775932  0.07002832 
30146.50797332  0.05715932 
30147.50818632  -0.04068832 
30148.50840032  0.00107532 
30149.50861332  0.05097332 
30150.50882732  0.02893532 
30151.50708732  0.06923732 
30152.50730132  -0.01432932 
30153.50751432  -0.00181932 
30154.50772832  0.09095132 
30155.50794132  -0.03049932 
30156.50815532  -0.16593032 
30157.50836832  0.02321532 
30158.50858232  -0.03989732 
30159.50879532  0.01408632 
30160.50900932  0.06490932 
30161.50922232  -0.00450732 
30162.50943632  0.07021432 
30163.50964932  0.02140832 
30164.50986332  -0.01533732 
30165.51007632  -0.12867032 
30166.50833632  -0.01981132 
30167.50855032  0.01529332 
30168.50876332  0.04913132 
30169.50897732  0.01632832 
30170.50919032  -0.01183232 
30171.50940432  -0.07442832 
30172.50961832  0.04168032 
30173.50983132  0.01227632 
30174.51004532  -0.02623632 
30175.51025832  -0.17927632 
30176.51047232  0.01891132 
30177.51068532  0.12851232 
30178.51089932  -0.04300732 
30179.51111232  0.09694932 
30180.51132632  -0.13020232 
30181.50958632  0.02659932 
30182.50979932  -0.02179732 
30183.51001332  0.02438332 
30184.51022632  -0.04112832 
30185.51044032  0.02494932 
30186.51065332  -0.00552632 
30187.51086732  -0.01944732 
30188.51108032  0.02118232 
30189.51129432  -0.04735032 
30190.51150732  -0.17197132 
30191.51172132  -0.01389932 
30192.51193532  0.07743432 
30193.51214832  0.06735232 
30194.51236232  -0.15836132 
30195.51257532  0.14625332 
30196.51083532  -0.01618032 
30197.51104932  0.05485132 
30198.51126232  -0.04862332 
30199.51147632  -0.01207032 
30200.51168932  0.03292532 
30201.51190332  0.00345132 
30202.51211632  0.06433232 
30203.51233032  0.06463032 
30204.51254332  -0.07856632 
30205.51275732  -0.04900932 
30206.51297032  -0.00656132 
30207.51318432  0.04289232 
30208.51339732  0.02014932 
30209.51361132  0.16871432 
30210.51382432  -0.06692232 
30211.51208432  -0.07338532 
30212.51229832  0.07974232 
30213.51251132  -0.08595532 
30214.51272532  0.10240432 
30215.51293932  0.10595732 
30216.51315232  -0.00399732 
30217.51336632  -0.12732632 
30218.51357932  0.00843232 
30219.51379332  0.08872432 
30220.51400632  -0.01368832 
30221.51422032  0.00614632 
30222.51443332  0.00039432 
30223.51464732  0.04092332 
30224.51486032  0.15954532 
30225.51507432  0.04786432 
30226.51333432  -0.08933632 
30227.51354732  -0.01860832 
30228.51376132  -0.01154532 
30229.51397432  0.01457832 
30230.51418832  -0.05434832 
30231.51440132  0.03029932 
30232.51461532  -0.18611132 
30233.51482832  -0.05188332 
30234.51504232  -0.08938732 
30235.51525632  -0.05187832 
30236.51546932  0.01071932 
30237.51568332  -0.00673832 
30238.51589632  0.07716832 
30239.51611032  -0.02162832 
30240.51632332  -0.03930232 
30241.51458332  -0.05697932 
30242.51479732  0.04909632 
30243.51501032  -0.01626632 
30244.51522432  0.00275932 
30245.51543732  -0.02186032 
30246.51565132  0.02394732 
30247.51586432  0.04999932 
30248.51607832  -0.14935732 
30249.51629132  -0.08585732 
30250.51650532  0.03208732 
30251.51671832  -0.07057032 
30252.51693232  -0.02806332 
30253.51714532  -0.01003932 
30254.51735932  0.01311032 
30255.51757332  -0.15671632 
30256.51583332  0.03758732 
30257.51604632  0.08261032 
30258.51626032  0.02394632 
30259.51647332  0.02110232 
30260.51668732  0.01165532 
30261.51690032  -0.06255132 
30262.51711432  0.06023232 
30263.51732732  -0.00920032 
30264.51754132  0.00776032 
30265.51775432  -0.02912532 
30266.51796832  -0.03003632 
30267.51818132  0.07166232 
30268.51839532  0.00700132 
30269.51860832  -0.05114432 
30270.51882232  -0.01395432 
30271.51708232  -0.06049232 
30272.51729532  0.11882032 
30273.51750932  0.00527632 
30274.51772232  0.00441832 
30275.51793632  0.05068332 
30276.51815032  -0.10660332 
30277.51836332  0.01360632 
30278.51857732  -0.21907232 
30279.51879032  -0.01986132 
30280.51900432  -0.05941232 
30281.51921732  -0.11124932 
30282.51943132  -0.19244632 
30283.51964432  -0.03268732 
30284.51985832  -0.04618732 
30285.52007132  -0.01912132 
30286.51833132  0.06218432 
30287.51854532  -0.01481132 
30288.51875832  -0.09181032 
30289.51897232  0.06222232 
30290.51918532  -0.09033932 
30291.51939932  -0.02439332 
30292.51961232  0.00679932 
30293.51982632  0.04499532 
30294.52003932  0.05056932 
30295.52025332  -0.04486732 
30296.52046632  0.03714732 
30297.52068032  -0.01976132 
30298.52089432  0.08539932 
30299.52110732  -0.04708132 
30300.52132132  0.02373332 
30301.51958132  -0.01098532 
30302.51979432  0.03565032 
30303.52000832  0.04685932 
30304.52022132  -0.07162332 
30305.52043532  0.06321932 
30306.52064832  -0.06406332 
30307.52086232  -0.02259732 
30308.52107532  -0.00917832 
30309.52128932  -0.04387032 
30310.52150232  0.00385732 
30311.52171632  0.03098632 
30312.52192932  -0.03331432 
30313.52214332  -0.02334432 
30314.52235632  -0.04224132 
30315.52257032  0.03194632 
30316.52083032  -0.06712832 
30317.52104332  0.01644932 
30318.52125732  0.14846432 
30319.52147132  -0.00313032 
30320.52168432  0.00174532 
30321.52189832  0.04105732 
30322.52211132  -0.04451832 
30323.52232532  0.01692232 
30324.52253832  -0.06358532 
30325.52275232  -0.13442432 
30326.52296532  -0.06770132 
30327.52317932  -0.02685932 
30328.52339232  0.00814232 
30329.52360632  -0.02482732 
30330.52381932  -0.17027732 
30331.52207932  -0.14000632 
30332.52229332  0.06221632 
30333.52250632  0.08582832 
30334.52272032  -0.02354132 
30335.52293332  0.07080332 
30336.52314732  -0.07294332 
30337.52336032  -0.08613532 
30338.52357432  -0.06604932 
30339.52378832  -0.01288132 
30340.52400132  0.00969232 
30341.52421532  0.04475232 
30342.52442832  -0.09488132 
30343.52464232  0.08052532 
30344.52485532  -0.13762232 
30345.52506932  0.05059632 
30346.52332932  0.08402932 
30347.52354232  0.05826632 
30348.52375632  -0.00926032 
30349.52396932  -0.09880932 
30350.52418332  -0.09187532 
30351.52439632  -0.13440632 
30352.52461032  0.01580632 
30353.52482332  -0.12914932 
30354.52503732  0.06480232 
30355.52525032  0.12130232 
30356.52546432  -0.00065432 
30357.52567732  -0.03803932 
30358.52589132  0.02637532 
30359.52610532  0.01693432 
30360.52631832  -0.05246732 
30361.52457832  -0.00136732 
30362.52479232  -0.04815332 
30363.52500532  -0.03366132 
30364.52521932  -0.04265632 
30365.52543232  -0.05440632 
30366.52564632  0.00091532 
30367.52585932  -0.00863532 
30368.52607332  0.02424832 
30369.52628632  0.05713232 
30370.52650032  -0.07631832 
30371.52671332  0.05454132 
30372.52692732  -0.01818532 
30373.52714032  0.09419832 
30374.52735432  0.01735532 
30375.52756732  -0.00720632 
30376.52582732  -0.02648932 
30377.52604132  -0.06826132 
30378.52625432  -0.13360632 
30379.52646832  -0.06325532 
30380.52668132  -0.05085032 
30381.52689532  0.06308832 
30382.52710932  0.04710032 
30383.52732232  0.06483332 
30384.52753632  -0.10132332 
30385.52774932  -0.00038132 
30386.52796332  0.05029132 
30387.52817632  0.02789432 
30388.52839032  -0.04414832 
30389.52860332  -0.03566832 
30390.52881732  0.01684732 
30391.52707732  -0.10795532 
30392.52729032  0.08285932 
30393.52750432  -0.04810832 
30394.52771732  -0.02749132 
30395.52793132  0.00355432 
30396.52814432  0.00486632 
30397.52835832  0.02725732 
30398.52857132  -0.10070132 
30399.52878532  -0.09742832 
30400.52899832  -0.02063132 
30401.52921232  -0.00904532 
30402.52942632  0.03764932 
30403.52963932  0.10958632 
30404.52985332  0.07573132 
30405.53006632  -0.02012232 
30406.52832632  -0.05345032 
30407.52854032  -0.04868632 
30408.52875332  0.01480532 
30409.52896732  0.03275732 
30410.52918032  0.03635632 
30411.52939432  -0.00795632 
30412.52960732  -0.00965232 
30413.52982132  0.01580032 
30414.53003432  0.02461632 
30415.53024832  -0.00031932 
30416.53046132  -0.02525532 
30417.53067532  -0.00560232 
30418.53088832  -0.12176732 
30419.53110232  -0.04901232 
30420.53131532  0.02469532 
30421.52957532  0.10419632 
30422.52978932  -0.03694532 
30423.53000232  -0.02935732 
30424.53021632  -0.01287232 
30425.53043032  -0.02304432 
30426.53064332  0.01324932 
30427.53085732  -0.07452432 
30428.53107032  0.05593032 
30429.53128432  0.03835832 
30430.53149732  0.04298932 
30431.53171132  0.06682932 
30432.53192432  0.03433332 
30433.53213832  0.06731732 
30434.53235132  -0.08894532 
30435.53256532  -0.12267632 
30436.53082532  -0.01288032 
30437.53103832  -0.02504032 
30438.53125232  -0.04397632 
30439.53146532  0.00687032 
30440.53167932  -0.05227032 
30441.53189232  0.03933532 
30442.53210632  0.04100832 
30443.53231932  0.12034732 
30444.53253332  0.01404932 
30445.53274732  0.11033532 
30446.53296032  0.05417332 
30447.53317432  0.04450832 
30448.53338732  -0.06075332 
30449.53360132  -0.02621132 
30450.53381432  0.05451332 
30451.53207432  -0.06009332 
30452.53228832  -0.00749132 
30453.53250132  -0.01228432 
30454.53271532  -0.08145432 
30455.53292832  -0.07617332 
30456.53314232  -0.10767332 
30457.53335532  -0.03811432 
30458.53356932  -0.02143532 
30459.53378232  -0.00484832 
30460.53399632  0.07632132 
30461.53420932  0.02061132 
30462.53442332  -0.00521432 
30463.53463632  -0.02384832 
30464.53485032  0.03967132 
30465.53311032  -0.01665932 
30466.53332432  0.04990032 
30467.53353732  0.00853332 
30468.53375132  0.12730332 
30469.53396432  -0.05117132 
30470.53417832  -0.03385032 
30471.53439132  -0.01874032 
30472.53460532  -0.03384732 
30473.53481832  0.01624432 
30474.53503232  0.02985932 
30475.53524532  0.02802832 
30476.53545932  0.00696132 
30477.53567232  0.05384932 
30478.53588632  -0.04135332 
30479.53609932  0.01755732 
30480.53435932  -0.06639632 
30481.53457332  0.09996232 
30482.53478632  0.02271232 
30483.53500032  0.02054832 
30484.53521332  -0.01557432 
30485.53542732  -0.09714732 
30486.53564132  0.03464232 
30487.53585432  -0.05361332 
30488.53606832  0.08374232 
30489.53628132  -0.06863332 
30490.53649532  -0.10257932 
30491.53670832  0.04927832 
30492.53692232  -0.06557132 
30493.53713532  -0.10744632 
30494.53734932  0.09243432 
30495.53560932  0.06731832 
30496.53582232  0.15079432 
30497.53603632  0.23427432 
30498.53624932  0.46428032 
30499.53646332  0.52787132 
30500.53667632  0.30336532 
30501.53689032  0.03990132 
30502.53710332  0.07223232 
30503.53731732  0.03099832 
30504.53753032  -0.03418032 
30505.53774432  0.03685032 
30506.53795732  -0.03871232 
30507.53817132  0.07851732 
30508.53838532  0.07371332 
30509.53859832  0.01023732 
30510.53685832  0.11636532 
30511.53707232  0.19965032 
30512.53728532  0.21968432 
30513.53749932  0.14546432 
30514.53771232  0.04558232 
30515.53792632  -0.01459032 
30516.53813932  -0.03728132 
30517.53835332  0.02600732 
30518.53856632  0.03781232 
30519.53878032  0.12004532 
30520.53899332  -0.01423232 
30521.53920732  -0.02122432 
30522.53942032  0.06386632 
30523.53963432  -0.10347432 
30524.53984732  -0.04502732 
30525.53810732  -0.03230732 
30526.53832132  0.04964932 
30527.53853432  0.00914632 
30528.53874832  0.12183032 
30529.53896232  -0.11141932 
30530.53917532  -0.06157032 
30531.53938932  -0.05029832 
30532.53960232  -0.07729732 
30533.53981632  0.09303632 
30534.54002932  0.01188232 
30535.54024332  0.01969632 
30536.54045632  0.00937532 
30537.54067032  -0.12055532 
30538.54088332  -0.08726332 
30539.54109732  0.01821332 
30540.53935732  -0.04620532 
30541.53957032  -0.05730632 
30542.53978432  -0.06968332 
30543.53999732  -0.05147132 
30544.54021132  -0.03325832 
30545.54042432  0.01297932 
30546.54063832  -0.00213332 
30547.54085132  0.06611532 
30548.54106532  0.01864132 
30549.54127932  -0.14393432 
30550.54149232  0.07433832 
30551.54170632  0.05090632 
30552.54191932  0.00733932 
30553.54213332  0.04805332 
30554.54234632  -0.04798032 
30555.54060632  -0.05009532 
30556.54082032  0.04619332 
30557.54103332  0.05306632 
30558.54124732  -0.04174732 
30559.54146032  -0.07330732 
30560.54167432  0.00541232 
30561.54188732  -0.04763832 
30562.54210132  -0.00530332 
30563.54231432  0.00225732 
30564.54252832  -0.01795332 
30565.54274132  0.15591432 
30566.54295532  0.15755632 
30567.54316832  0.14544232 
30568.54338232  0.20978732 
30569.54359532  0.14998532 
30570.54185532  0.08599532 
30571.54206932  -0.02202232 
30572.54228332  -0.01151032 
30573.54249632  0.02679032 
30574.54271032  -0.01857032 
30575.54292332  0.00578232 
30576.54313732  -0.00196732 
30577.54335032  0.07464632 
30578.54356432  0.03259232 
30579.54377732  0.09092732 
30580.54399132  0.03161332 
30581.54420432  -0.00864332 
30582.54441832  0.08790832 
30583.54463132  0.04366132 
30584.54484532  -0.00706232 
30585.54310532  -0.09294532 
30586.54331832  -0.06640732 
30587.54353232  -0.22869632 
30588.54374532  0.09407232 
30589.54395932  -0.02186732 
30590.54417232  -0.06675232 
30591.54438632  0.03558932 
30592.54460032  -0.02773032 
30593.54481332  -0.06102432 
30594.54502732  -0.06362632 
30595.54524032  -0.07936832 
30596.54545432  -0.12671532 
30597.54566732  0.09303332 
30598.54588132  -0.00746732 
30599.54609432  -0.05562832 
30600.54435432  -0.03070732 
30601.54456832  -0.00578532 
30602.54478132  0.03917932 
30603.54499532  -0.05850632 
30604.54520832  -0.01707032 
30605.54542232  -0.06654732 
30606.54563532  -0.07141932 
30607.54584932  -0.03483132 
30608.54606232  -0.01532632 
30609.54627632  -0.01306832 
30610.54648932  -0.11947232 
30611.54670332  0.08273132 
30612.54691732  0.04436632 
30613.54713032  0.05899032 
30614.54734432  0.04859332 
30615.54560432  0.08565432 
30616.54581732  -0.04851232 
30617.54603132  -0.08878432 
30618.54624432  0.03336732 
30619.54645832  0.05534632 
30620.54667132  0.06570832 
30621.54688532  -0.00973732 
30622.54709832  -0.05629132 
30623.54731232  0.00105432 
30624.54752532  0.00625932 
30625.54773932  0.01146632 
30626.54795232  -0.00873232 
30627.54816632  -0.07008232 
30628.54837932  0.03990232 
30629.54859332  0.03158632 
30630.54685332  -0.02518732 
30631.54706632  -0.02477732 
30632.54728032  0.06710832 
30633.54749332  0.02195432 
30634.54770732  -0.09433032 
30635.54792132  0.01125832 
30636.54813432  0.06976832 
30637.54834832  -0.08548732 
30638.54856132  -0.02178132 
30639.54877532  -0.06065632 
30640.54898832  -0.11056732 
30641.54920232  -0.02336232 
30642.54941532  -0.07525132 
30643.54962932  -0.03016332 
30644.54984232  0.03247632 
30645.54810232  -0.06129432 
30646.54831632  0.00511732 
30647.54852932  -0.00728932 
30648.54874332  0.02471232 
30649.54895632  -0.05658532 
30650.54917032  -0.02100432 
30651.54938332  -0.06104732 
30652.54959732  0.08361832 
30653.54981032  -0.00629232 
30654.55002432  0.00872432 
30655.55023832  0.00102532 
30656.55045132  -0.01014532 
30657.55066532  -0.01993632 
30658.55087832  0.05035932 
30659.55109232  -0.00643832 
30660.54935232  -0.05645832 
30661.54956532  0.02782032 
30662.54977932  0.03509032 
30663.54999232  0.13535732 
30664.55020632  0.01652932 
30665.55041932  0.04676132 
30666.55063332  -0.02151532 
30667.55084632  0.03170432 
30668.55106032  -0.06265532 
30669.55127332  0.01598732 
30670.55148732  -0.08377232 
30671.55170032  -0.00325432 
30672.55191432  -0.04253932 
30673.55212732  -0.06092132 
30674.55234132  -0.00814132 
30675.55060132  -0.04861732 
30676.55081532  0.02072132 
30677.55102832  0.04483132 
30678.55124232  0.00152132 
30679.55145532  -0.01603932 
30680.55166932  0.03225432 
30681.55188232  -0.00809232 
30682.55209632  0.03714132 
30683.55230932  0.10613232 
30684.55252332  0.00320332 
30685.55273632  -0.01755932 
30686.55295032  0.02876732 
30687.55316332  0.01721832 
30688.55337732  0.04077532 
30689.55359032  -0.07883932 
30690.55185032  -0.03617432 
30691.55206432  -0.01025532 
30692.55227732  0.08181132 
30693.55249132  0.00863532 
30694.55270432  -0.04662032 
30695.55291832  -0.06762832 
30696.55313232  -0.17271032 
30697.55334532  -0.13856932 
30698.55355932  -0.20159432 
30699.55377232  -0.08535632 
30700.55398632  -0.10573132 
30701.55419932  0.06195932 
30702.55441332  0.00496632 
30703.55462632  0.03047732 
30704.55484032  0.24663832 
30705.55310032  0.24557032 
30706.55331332  0.41607932 
30707.55352732  0.15283532 
30708.55374032  0.04469132 
30709.55395432  0.03326332 
30710.55416732  0.02830832 
30711.55438132  -0.05327532 
30712.55459432  -0.02967332 
30713.55480832  0.00304332 
30714.55502132  -0.07811632 
30715.55523532  0.02971632 
30716.55544832  -0.01270632 
30717.55566232  -0.07283732 
30718.55587632  0.10680132 
30719.55608932  0.07864132 
30720.55434932  0.08696132 
30721.55456332  0.14732332 
30722.55477632  0.16776532 
30723.55499032  0.09011332 
30724.55520332  0.06051732 
30725.55541732  0.02946032 
30726.55563032  0.21826532 
30727.55584432  0.05990732 
30728.55605732  0.11255732 
30729.55627132  0.03280032 
30730.55648432  0.12673132 
30731.55669832  0.15190732 
30732.55691132  0.05013132 
30733.55712532  0.12004532 
30734.55733832  -0.06032632 
30735.55559832  -0.02826532 
30736.55581232  -0.04773632 
30737.55602532  -0.00195932 
30738.55623932  0.08219432 
30739.55645332  0.06500832 
30740.55666632  -0.00757332 
30741.55688032  0.01177232 
30742.55709332  -0.01632332 
30743.55730732  0.06845632 
30744.55752032  0.02782832 
30745.55773432  -0.00228932 
30746.55794732  0.07304832 
30747.55816132  -0.00525432 
30748.55837432  0.03272132 
30749.55858832  0.12100532 
30750.55684832  -0.03719032 
30751.55706132  -0.09529632 
30752.55727532  -0.09073232 
30753.55748832  -0.08616832 
30754.55770232  0.01584132 
30755.55791532  0.02235332 
30756.55812932  -0.13371632 
30757.55834232  -0.12535532 
30758.55855632  0.13178332 
30759.55877032  0.02462032 
30760.55898332  0.06774032 
30761.55919732  -0.05634632 
30762.55941032  -0.01034132 
30763.55962432  -0.05989632 
30764.55983732  -0.01890732 
30765.55809732  -0.04523932 
30766.55831132  0.00698932 
