Frequency       Specific_Flux_Density
29901.48691632  -0.64852932 
29902.48712932  -0.26851132 
29903.48734332  -0.15392032 
29904.48755632  -0.03932832 
29905.48777032  0.01218532 
29906.48798332  0.08671332 
29907.48819732  -0.03534832 
29908.48841032  -0.07277232 
29909.48862432  0.05382632 
29910.48883732  0.06420932 
29911.48709732  -0.09787232 
29912.48731132  -2.48726432 
29913.48752432  -2.52920532 
29914.48773832  -4.91787732 
29915.48795132  -1.22971232 
29916.48816532  -0.27473132 
29917.48837832  -0.16004432 
29918.48859232  -0.10415632 
29919.48880632  -0.50804332 
29920.48901932  -0.32840432 
29921.48923332  -0.06038032 
29922.48944632  -0.02879832 
29923.48966032  -0.05926232 
29924.48987332  -0.07168932 
29925.49008732  -0.08081832 
29926.48834732  -0.10603932 
29927.48856032  -0.06059332 
29928.48877432  0.00481832 
29929.48898732  0.06426932 
29930.48920132  0.09746732 
29931.48941432  0.04013232 
29932.48962832  -0.01720332 
29933.48984132  0.01122832 
29934.49005532  -0.00901732 
29935.49026832  -0.03632232 
29936.49048232  0.06679932 
29937.49069532  -0.01714732 
29938.49090932  0.08333332 
29939.49112332  -0.05584332 
29940.49133632  -0.00899432 
29941.48959632  -0.01235232 
29942.48981032  -0.05670132 
29943.49002332  0.01792732 
29944.49023732  -0.04089932 
29945.49045032  -0.01325432 
29946.49066432  0.03071932 
29947.49087732  -0.01234532 
29948.49109132  0.05497832 
29949.49130432  -0.05965232 
29950.49151832  0.01271032 
29951.49173132  0.01539632 
29952.49194532  -0.01214332 
29953.49215832  0.00015032 
29954.49237232  -0.07960732 
29955.49258532  -0.15227132 
29956.49084532  -0.22796732 
29957.49105932  -0.03025532 
29958.49127232  0.03125132 
29959.49148632  0.03841732 
29960.49169932  -0.00742332 
29961.49191332  0.01480132 
29962.49212732  0.02173532 
29963.49234032  0.05946832 
29964.49255432  -0.12900032 
29965.49276732  -0.04737432 
29966.49298132  0.17580432 
29967.49319432  0.35717132 
29968.49340832  0.92980832 
29969.49362132  1.73110432 
29970.49383532  1.95617932 
29971.49209532  2.03911632 
29972.49230832  1.54646632 
29973.49252232  0.79834432 
29974.49273532  0.19111432 
29975.49294932  0.00993532 
29976.49316232  0.07587532 
29977.49337632  0.35783832 
29978.49358932  0.14767332 
29979.49380332  -0.28308332 
29980.49401632  -0.02321232 
29981.49423032  0.00203532 
29982.49444432  0.03407532 
29983.49465732  0.08438532 
29984.49487132  0.06310932 
29985.49508432  0.04183332 
29986.49334432  0.03489432 
29987.49355832  -0.01395532 
29988.49377132  0.03936732 
29989.49398532  -0.03216532 
29990.49419832  -0.00592632 
29991.49441232  0.06272432 
29992.49462532  -0.06860132 
29993.49483932  -0.02484532 
29994.49505232  -0.05964332 
29995.49526632  0.05096132 
29996.49547932  0.07431432 
29997.49569332  -0.07511532 
29998.49590632  -0.14352632 
29999.49612032  -11.96102532 
30000.49633332  -10.79281132 
30001.49459332  -27.30472532 
30002.49480732  -8.79552732 
30003.49502032  -0.97623532 
30004.49523432  -0.12495632 
30005.49544832  -0.23292332 
30006.49566132  -1.01195232 
30007.49587532  -1.16340132 
30008.49608832  -0.23385432 
30009.49630232  -0.07349032 
30010.49651532  -0.24564632 
30011.49672932  -0.21046132 
30012.49694232  -0.15986832 
30013.49715632  0.09070232 
30014.49736932  -0.06425732 
30015.49758332  -0.04928232 
30016.49584332  -0.01426532 
30017.49605632  0.09821532 
30018.49627032  -0.52036832 
30019.49648332  -0.02473932 
30020.49669732  0.03124232 
30021.49691032  0.08164432 
30022.49712432  0.06249532 
30023.49733732  0.19023932 
30024.49755132  -0.03414232 
30025.49776532  -0.07345732 
30026.49797832  -0.00448232 
30027.49819232  -0.03009232 
30028.49840532  -0.00248032 
30029.49861932  0.05912432 
30030.49883232  -0.04546632 
30031.49709232  -0.04228032 
30032.49730632  -0.03909432 
30033.49751932  0.08615232 
30034.49773332  0.15842432 
30035.49794632  -0.03078232 
30036.49816032  -0.00901832 
30037.49837332  0.04599932 
30038.49858732  0.03453132 
30039.49880032  -0.06519532 
30040.49901432  -0.01335732 
30041.49922732  0.04063532 
30042.49944132  -0.05414532 
30043.49965432  0.01392832 
30044.49986832  -0.06749032 
30045.50008232  0.08540132 
30046.49834232  -0.04055732 
30047.49855532  -0.02530032 
30048.49876932  -0.01602832 
30049.49898232  -0.06424332 
30050.49919632  -0.10982332 
30051.49940932  -0.16130932 
30052.49962332  -0.10076932 
30053.49983632  -0.05121732 
30054.50005032  -0.08654332 
30055.50026332  -0.05712632 
30056.50047732  -0.04441032 
30057.50069032  -0.06592532 
30058.50090432  -0.07550232 
30059.50111732  -0.01888632 
30060.50133132  -0.04580232 
30061.49959132  -0.05664032 
30062.49980432  -0.01702532 
30063.50001832  -0.07198232 
30064.50023132  -0.08864532 
30065.50044532  -0.00905832 
30066.50065932  0.02065032 
30067.50087232  0.03048932 
30068.50108632  0.10357532 
30069.50129932  0.05209432 
30070.50151332  0.02703432 
30071.50172632  0.07501732 
30072.50194032  0.11663832 
30073.50215332  -0.06567432 
30074.50236732  -0.00372932 
30075.50258032  0.13154932 
30076.50084032  0.13215732 
30077.50105432  0.01628832 
30078.50126732  -0.06057632 
30079.50148132  -0.03621632 
30080.50169432  0.03467032 
30081.50190832  0.00765332 
30082.50212132  0.04437832 
30083.50233532  -0.06659632 
30084.50254832  0.13799932 
30085.50276232  -0.05152832 
30086.50297532  0.13695132 
30087.50318932  0.03734332 
30088.50340332  -0.00449832 
30089.50361632  0.02218232 
30090.50383032  -0.01309832 
30091.50209032  -0.03207232 
30092.50230332  0.01812532 
30093.50251732  0.03065832 
30094.50273032  0.05987132 
30095.50294432  0.09397332 
30096.50315732  -0.03886632 
30097.50337132  -0.06285532 
30098.50358432  0.01638332 
30099.50379832  -0.04748632 
30100.50401132  -0.00783732 
30101.50422532  -0.09291432 
30102.50443832  -0.09156532 
30103.50465232  -0.04656432 
30104.50486532  0.04909432 
30105.50507932  0.01074132 
30106.50333932  0.05122332 
30107.50355232  -0.09277732 
30108.50376632  0.06928432 
30109.50398032  -0.00276832 
30110.50419332  -0.01130732 
30111.50440732  0.06317432 
30112.50462032  -0.01128732 
30113.50483432  -0.01059232 
30114.50504732  0.01561432 
30115.50526132  0.03481632 
30116.50547432  0.04039732 
30117.50568832  -0.06583932 
30118.50590132  -0.06343432 
30119.50611532  0.14727832 
30120.50632832  0.00178632 
30121.50458832  0.05029832 
30122.50480232  -0.00189032 
30123.50501532  0.09157732 
30124.50522932  0.01478532 
30125.50544232  -0.06352032 
30126.50565632  0.07085532 
30127.50586932  -0.06736532 
30128.50608332  -0.10375932 
30129.50629732  0.00465632 
30130.50651032  -0.02570632 
30131.50672432  0.02264832 
30132.50693732  0.03290632 
30133.50715132  -0.11226432 
30134.50736432  -0.06207732 
30135.50757832  0.08977932 
30136.50583832  0.05014432 
30137.50605132  0.04288132 
30138.50626532  -0.00562232 
30139.50647832  -0.05958132 
30140.50669232  -0.02949232 
30141.50690532  0.02224832 
30142.50711932  0.01907132 
30143.50733232  -0.01754332 
30144.50754632  -0.00334832 
30145.50775932  0.02646532 
30146.50797332  0.05140532 
30147.50818632  0.05843332 
30148.50840032  -0.06163832 
30149.50861332  -0.11768832 
30150.50882732  -0.06154232 
30151.50708732  0.01524432 
30152.50730132  -0.02843832 
30153.50751432  -0.02284232 
30154.50772832  -0.01448532 
30155.50794132  0.11626432 
30156.50815532  -0.04996632 
30157.50836832  0.00746132 
30158.50858232  0.04663132 
30159.50879532  0.06231732 
30160.50900932  -0.03506932 
30161.50922232  -0.03367532 
30162.50943632  -0.00182732 
30163.50964932  0.05613732 
30164.50986332  0.09914232 
30165.51007632  -0.01008032 
30166.50833632  -0.02568132 
30167.50855032  0.01455932 
30168.50876332  0.01392032 
30169.50897732  0.01075832 
30170.50919032  0.00754732 
30171.50940432  -0.02088632 
30172.50961832  0.07660232 
30173.50983132  0.07483932 
30174.51004532  -0.07771132 
30175.51025832  -0.04906332 
30176.51047232  0.14291932 
30177.51068532  -0.00913132 
30178.51089932  -0.08071332 
30179.51111232  -0.21587932 
30180.51132632  -0.06506232 
30181.50958632  -0.13348732 
30182.50979932  -0.12404632 
30183.51001332  0.02494132 
30184.51022632  -0.08682932 
30185.51044032  0.02608932 
30186.51065332  0.10354032 
30187.51086732  -0.02088232 
30188.51108032  -0.08400932 
30189.51129432  -0.10172832 
30190.51150732  -0.12668832 
30191.51172132  0.00517032 
30192.51193532  -0.05898932 
30193.51214832  -0.03589132 
30194.51236232  -0.05784532 
30195.51257532  -0.07176432 
30196.51083532  -0.03644532 
30197.51104932  -0.00704832 
30198.51126232  -0.04194632 
30199.51147632  0.00434532 
30200.51168932  -0.03394932 
30201.51190332  0.01611332 
30202.51211632  -0.03090532 
30203.51233032  -0.02734132 
30204.51254332  -0.02942632 
30205.51275732  0.04578932 
30206.51297032  -0.00731032 
30207.51318432  -0.09744432 
30208.51339732  0.15755632 
30209.51361132  -0.07044632 
30210.51382432  -0.02080332 
30211.51208432  0.02860232 
30212.51229832  -0.03133632 
30213.51251132  -0.00846232 
30214.51272532  -0.02212332 
30215.51293932  -0.01800032 
30216.51315232  -0.05322132 
30217.51336632  -0.00704332 
30218.51357932  0.01844232 
30219.51379332  -0.03346632 
30220.51400632  -0.03764132 
30221.51422032  0.02285532 
30222.51443332  0.01476132 
30223.51464732  0.03373532 
30224.51486032  -0.10770532 
30225.51507432  0.06874132 
30226.51333432  -0.00495332 
30227.51354732  0.07731432 
30228.51376132  0.03767832 
30229.51397432  0.10323732 
30230.51418832  0.01804032 
30231.51440132  -0.07334232 
30232.51461532  -0.00127932 
30233.51482832  -0.08628132 
30234.51504232  0.03545132 
30235.51525632  0.03683632 
30236.51546932  0.04905632 
30237.51568332  0.00028132 
30238.51589632  -0.04540632 
30239.51611032  -0.20440432 
30240.51632332  -0.12015832 
30241.51458332  -0.03591232 
30242.51479732  -0.01209732 
30243.51501032  0.03968732 
30244.51522432  -0.05262432 
30245.51543732  -0.01462332 
30246.51565132  -0.10760232 
30247.51586432  -0.09788032 
30248.51607832  -0.01325832 
30249.51629132  -0.07969932 
30250.51650532  -0.04929132 
30251.51671832  -0.13710332 
30252.51693232  -0.02832932 
30253.51714532  -0.04777032 
30254.51735932  -0.11328932 
30255.51757332  -0.10048732 
30256.51583332  -0.21216732 
30257.51604632  -0.03096632 
30258.51626032  -0.04862332 
30259.51647332  -0.00634332 
30260.51668732  -0.02176432 
30261.51690032  -0.01901032 
30262.51711432  0.08163432 
30263.51732732  0.07078032 
30264.51754132  0.09474232 
30265.51775432  0.08627532 
30266.51796832  0.08915632 
30267.51818132  0.10072232 
30268.51839532  -0.02742032 
30269.51860832  0.08138432 
30270.51882232  0.00179432 
30271.51708232  0.04315532 
30272.51729532  -0.06734732 
30273.51750932  0.01679332 
30274.51772232  0.04619032 
30275.51793632  0.00785232 
30276.51815032  0.01685732 
30277.51836332  -0.09277532 
30278.51857732  -0.07287232 
30279.51879032  0.04092132 
30280.51900432  0.05840132 
30281.51921732  -0.01486432 
30282.51943132  -0.01289632 
30283.51964432  0.02156932 
30284.51985832  -0.06303232 
30285.52007132  -0.05250032 
30286.51833132  -0.05952632 
30287.51854532  -0.10846732 
30288.51875832  -0.15740932 
30289.51897232  -0.04705832 
30290.51918532  -0.10372532 
30291.51939932  -0.05302632 
30292.51961232  0.04538132 
30293.51982632  -0.06331932 
30294.52003932  -0.01384132 
30295.52025332  -0.03259632 
30296.52046632  -0.03977532 
30297.52068032  0.01371332 
30298.52089432  -0.07616532 
30299.52110732  -0.03531832 
30300.52132132  0.00587432 
30301.51958132  0.08636432 
30302.51979432  0.04292632 
30303.52000832  0.03244232 
30304.52022132  -0.03467032 
30305.52043532  -0.03468732 
30306.52064832  0.00459232 
30307.52086232  0.06484332 
30308.52107532  -0.00126732 
30309.52128932  0.03383732 
30310.52150232  -0.02671732 
30311.52171632  0.09026832 
30312.52192932  0.02154632 
30313.52214332  0.01003432 
30314.52235632  -0.02316832 
30315.52257032  -0.01502032 
30316.52083032  0.05922332 
30317.52104332  0.02915332 
30318.52125732  0.03951132 
30319.52147132  -0.01654832 
30320.52168432  0.03054032 
30321.52189832  -0.07879632 
30322.52211132  0.00279932 
30323.52232532  -0.06649032 
30324.52253832  0.01409732 
30325.52275232  -0.02498132 
30326.52296532  -0.03240532 
30327.52317932  0.01201132 
30328.52339232  0.00259732 
30329.52360632  -0.05684332 
30330.52381932  -0.05776032 
30331.52207932  -0.06345432 
30332.52229332  -0.06716432 
30333.52250632  0.06771232 
30334.52272032  0.05118632 
30335.52293332  0.06137832 
30336.52314732  0.02084232 
30337.52336032  -0.03065832 
30338.52357432  0.05960232 
30339.52378832  0.07357532 
30340.52400132  -0.04007732 
30341.52421532  -0.01985732 
30342.52442832  -0.00544532 
30343.52464232  0.00561532 
30344.52485532  0.03426432 
30345.52506932  -0.04178232 
30346.52332932  0.02079532 
30347.52354232  0.03320632 
30348.52375632  -0.00860432 
30349.52396932  -0.18693432 
30350.52418332  0.05868832 
30351.52439632  -0.03149032 
30352.52461032  0.08232232 
30353.52482332  -0.00317132 
30354.52503732  0.02663332 
30355.52525032  -0.02739632 
30356.52546432  -0.02694332 
30357.52567732  0.02990232 
30358.52589132  -0.02779332 
30359.52610532  -0.07747732 
30360.52631832  -0.02775732 
30361.52457832  0.04185232 
30362.52479232  -0.06760332 
30363.52500532  -0.01447032 
30364.52521932  -0.01290832 
30365.52543232  -0.04499032 
30366.52564632  -0.03022932 
30367.52585932  -0.12599532 
30368.52607332  -0.07438032 
30369.52628632  -0.02276432 
30370.52650032  -0.01552332 
30371.52671332  0.01322232 
30372.52692732  0.03388232 
30373.52714032  -0.11414032 
30374.52735432  0.05076032 
30375.52756732  -0.02079332 
30376.52582732  -0.03166932 
30377.52604132  0.04390532 
30378.52625432  -0.02608032 
30379.52646832  0.08290932 
30380.52668132  0.01214032 
30381.52689532  0.03519832 
30382.52710932  0.02220232 
30383.52732232  0.01331132 
30384.52753632  0.04371632 
30385.52774932  -0.05016132 
30386.52796332  0.02668032 
30387.52817632  -0.04990532 
30388.52839032  -0.06470832 
30389.52860332  -0.03457632 
30390.52881732  0.03792632 
30391.52707732  -0.10009632 
30392.52729032  0.05007332 
30393.52750432  0.08044632 
30394.52771732  0.05875032 
30395.52793132  0.02654732 
30396.52814432  -0.02586132 
30397.52835832  0.01075732 
30398.52857132  -0.00668232 
30399.52878532  0.07376532 
30400.52899832  0.04433532 
30401.52921232  -0.00343232 
30402.52942632  -0.08064132 
30403.52963932  -0.00433232 
30404.52985332  0.00963832 
30405.53006632  0.02928732 
30406.52832632  -0.01973832 
30407.52854032  -0.02202332 
30408.52875332  -0.02607032 
30409.52896732  0.00071332 
30410.52918032  0.01994432 
30411.52939432  -0.03867832 
30412.52960732  -0.05765132 
30413.52982132  -0.02464332 
30414.53003432  0.04515832 
30415.53024832  0.04115832 
30416.53046132  0.03715732 
30417.53067532  -0.06462732 
30418.53088832  -0.00568432 
30419.53110232  0.04641632 
30420.53131532  -0.00631432 
30421.52957532  -0.07531932 
30422.52978932  0.05344432 
30423.53000232  -0.10395732 
30424.53021632  -0.00612232 
30425.53043032  0.02076332 
30426.53064332  -0.00821232 
30427.53085732  0.09639732 
30428.53107032  -0.01308332 
30429.53128432  -0.02111832 
30430.53149732  -0.09144332 
30431.53171132  0.08198232 
30432.53192432  0.09403832 
30433.53213832  -0.05263432 
30434.53235132  0.03840632 
30435.53256532  0.06962932 
30436.53082532  -0.04230332 
30437.53103832  -0.05545832 
30438.53125232  0.01517632 
30439.53146532  0.01356332 
30440.53167932  0.04979932 
30441.53189232  -0.11844832 
30442.53210632  0.01148432 
30443.53231932  0.02308232 
30444.53253332  0.04332632 
30445.53274732  -0.03631632 
30446.53296032  -0.03099732 
30447.53317432  -0.00931232 
30448.53338732  0.06589932 
30449.53360132  0.03707232 
30450.53381432  0.05060032 
30451.53207432  0.02137932 
30452.53228832  0.16852932 
30453.53250132  -0.02615332 
30454.53271532  -0.04511832 
30455.53292832  -0.09059632 
30456.53314232  -0.05467132 
30457.53335532  -0.06073232 
30458.53356932  -0.00941332 
30459.53378232  0.02872232 
30460.53399632  0.03362332 
30461.53420932  0.13406032 
30462.53442332  -0.00550932 
30463.53463632  -0.04422432 
30464.53485032  0.02124532 
30465.53311032  -0.01752132 
30466.53332432  -0.06136032 
30467.53353732  0.02842532 
30468.53375132  -0.08442632 
30469.53396432  0.02015432 
30470.53417832  0.05206032 
30471.53439132  0.03126532 
30472.53460532  -0.02004632 
30473.53481832  -0.00732332 
30474.53503232  -0.04521032 
30475.53524532  -0.00138932 
30476.53545932  0.08174632 
30477.53567232  0.06155632 
30478.53588632  -0.02676332 
30479.53609932  0.05227932 
30480.53435932  -0.02257732 
30481.53457332  0.08289332 
30482.53478632  -0.03574232 
30483.53500032  -0.06499132 
30484.53521332  0.02597432 
30485.53542732  -0.09619032 
30486.53564132  -0.06125932 
30487.53585432  -0.03997832 
30488.53606832  -0.09261332 
30489.53628132  0.10286532 
30490.53649532  -0.03666032 
30491.53670832  -0.03605532 
30492.53692232  0.06281432 
30493.53713532  0.02962632 
30494.53734932  0.03719632 
30495.53560932  0.01679832 
30496.53582232  0.23870332 
30497.53603632  0.46060832 
30498.53624932  0.82693232 
30499.53646332  0.89308732 
30500.53667632  0.85220732 
30501.53689032  0.71025332 
30502.53710332  0.29488732 
30503.53731732  0.04815332 
30504.53753032  0.05801732 
30505.53774432  -0.00331332 
30506.53795732  0.02525732 
30507.53817132  0.09704632 
30508.53838532  0.01998732 
30509.53859832  0.13864832 
30510.53685832  0.21002132 
30511.53707232  0.19589732 
30512.53728532  0.31754632 
30513.53749932  0.27429132 
30514.53771232  0.15975032 
30515.53792632  0.06330532 
30516.53813932  0.03399232 
30517.53835332  -0.00017932 
30518.53856632  -0.00594532 
30519.53878032  -0.03592432 
30520.53899332  -0.07728032 
30521.53920732  -0.00877032 
30522.53942032  -0.10123632 
30523.53963432  0.07334632 
30524.53984732  0.08267032 
30525.53810732  -0.00880932 
30526.53832132  0.17209732 
30527.53853432  -0.03526032 
30528.53874832  0.04841732 
30529.53896232  -0.05522432 
30530.53917532  0.02946532 
30531.53938932  0.01028632 
30532.53960232  -0.02955232 
30533.53981632  -0.08040232 
30534.54002932  0.01413032 
30535.54024332  -0.05699132 
30536.54045632  -0.09155432 
30537.54067032  0.01029432 
30538.54088332  -0.05197432 
30539.54109732  -0.03464132 
30540.53935732  0.03047532 
30541.53957032  0.02937532 
30542.53978432  0.09321432 
30543.53999732  0.02424832 
30544.54021132  -0.04471932 
30545.54042432  0.04897632 
30546.54063832  -0.01632632 
30547.54085132  -0.08251732 
30548.54106532  -0.05101732 
30549.54127932  0.01821032 
30550.54149232  -0.01711432 
30551.54170632  0.03433832 
30552.54191932  -0.06055132 
30553.54213332  -0.01550632 
30554.54234632  0.15269532 
30555.54060632  -0.00803232 
30556.54082032  0.02359532 
30557.54103332  -0.02513332 
30558.54124732  -0.04900732 
30559.54146032  -0.09889332 
30560.54167432  -0.07067232 
30561.54188732  -0.05863032 
30562.54210132  -0.02415032 
30563.54231432  -0.05911832 
30564.54252832  -0.01662332 
30565.54274132  -0.01992232 
30566.54295532  0.07160132 
30567.54316832  0.16139732 
30568.54338232  0.08805432 
30569.54359532  0.12661332 
30570.54185532  0.01776432 
30571.54206932  -0.03568232 
30572.54228332  -0.09254032 
30573.54249632  -0.06794132 
30574.54271032  -0.13370732 
30575.54292332  -0.07224532 
30576.54313732  -0.09335832 
30577.54335032  -0.07660232 
30578.54356432  0.01691432 
30579.54377732  0.03930032 
30580.54399132  -0.01889732 
30581.54420432  -0.05813932 
30582.54441832  0.04551232 
30583.54463132  -0.06793232 
30584.54484532  -0.03173632 
30585.54310532  -0.02437332 
30586.54331832  -0.02278932 
30587.54353232  0.00306332 
30588.54374532  0.05006532 
30589.54395932  0.03910632 
30590.54417232  -0.08624232 
30591.54438632  0.00339532 
30592.54460032  -0.06424432 
30593.54481332  0.08036132 
30594.54502732  0.10387532 
30595.54524032  -0.04382132 
30596.54545432  -0.00923232 
30597.54566732  -0.00621432 
30598.54588132  -0.04727532 
30599.54609432  0.06646932 
30600.54435432  0.02104632 
30601.54456832  -0.02437732 
30602.54478132  -0.01667732 
30603.54499532  0.05108032 
30604.54520832  0.01689032 
30605.54542232  -0.02024432 
30606.54563532  -0.14805832 
30607.54584932  -0.05849832 
30608.54606232  0.00827832 
30609.54627632  0.03006632 
30610.54648932  -0.01941932 
30611.54670332  -0.06428132 
30612.54691732  0.02875132 
30613.54713032  0.07465932 
30614.54734432  0.00573232 
30615.54560432  0.01836732 
30616.54581732  -0.07001732 
30617.54603132  -0.05788532 
30618.54624432  -0.00886132 
30619.54645832  -0.10766632 
30620.54667132  -0.01087832 
30621.54688532  -0.00522632 
30622.54709832  -0.00986832 
30623.54731232  0.05668932 
30624.54752532  0.08361132 
30625.54773932  0.11053232 
30626.54795232  -0.04103632 
30627.54816632  0.01111632 
30628.54837932  -0.04244232 
30629.54859332  0.00779432 
30630.54685332  0.06615632 
30631.54706632  -0.06948932 
30632.54728032  0.00036132 
30633.54749332  0.05456932 
30634.54770732  -0.00547632 
30635.54792132  -0.00251632 
30636.54813432  -0.08476632 
30637.54834832  0.02018632 
30638.54856132  0.06029932 
30639.54877532  0.01302732 
30640.54898832  0.01879532 
30641.54920232  -0.00138032 
30642.54941532  0.01752032 
30643.54962932  -0.00848832 
30644.54984232  -0.07043332 
30645.54810232  -0.07673032 
30646.54831632  0.01242732 
30647.54852932  0.03143832 
30648.54874332  -0.00892332 
30649.54895632  -0.04833132 
30650.54917032  -0.02097632 
30651.54938332  0.04236032 
30652.54959732  0.03013332 
30653.54981032  0.01757532 
30654.55002432  -0.01207332 
30655.55023832  -0.03321232 
30656.55045132  -0.11542732 
30657.55066532  0.02440832 
30658.55087832  -0.00593032 
30659.55109232  0.02134832 
30660.54935232  0.03434332 
30661.54956532  0.03727332 
30662.54977932  -0.01360032 
30663.54999232  0.04394532 
30664.55020632  0.05310932 
30665.55041932  0.05042032 
30666.55063332  0.12048532 
30667.55084632  0.04807332 
30668.55106032  -0.07752032 
30669.55127332  0.05822132 
30670.55148732  -0.09896232 
30671.55170032  -0.12766432 
30672.55191432  -0.07239332 
30673.55212732  0.04939132 
30674.55234132  0.02289732 
30675.55060132  0.00839732 
30676.55081532  0.02198132 
30677.55102832  -0.03214632 
30678.55124232  0.00762532 
30679.55145532  -0.01553132 
30680.55166932  0.05173932 
30681.55188232  -0.00028932 
30682.55209632  -0.03139732 
30683.55230932  -0.04764932 
30684.55252332  0.13993532 
30685.55273632  0.01867732 
30686.55295032  -0.07449832 
30687.55316332  -0.01656432 
30688.55337732  -0.03121532 
30689.55359032  0.00645332 
30690.55185032  0.04064032 
30691.55206432  -0.02757732 
30692.55227732  0.03214232 
30693.55249132  -0.03117232 
30694.55270432  0.01646232 
30695.55291832  -0.00642932 
30696.55313232  -0.01009932 
30697.55334532  -0.01726132 
30698.55355932  -0.07013632 
30699.55377232  -0.00371032 
30700.55398632  0.04229032 
30701.55419932  0.02426932 
30702.55441332  0.12495632 
30703.55462632  0.10327832 
30704.55484032  0.39496732 
30705.55310032  0.37321332 
30706.55331332  0.45572232 
30707.55352732  0.31153332 
30708.55374032  0.25735632 
30709.55395432  0.16803432 
30710.55416732  0.08993632 
30711.55438132  -0.07197632 
30712.55459432  0.01855132 
30713.55480832  -0.06132332 
30714.55502132  0.08483832 
30715.55523532  -0.07233432 
30716.55544832  0.01158732 
30717.55566232  0.03571332 
30718.55587632  0.13922932 
30719.55608932  0.20025032 
30720.55434932  0.15305432 
30721.55456332  0.21450532 
30722.55477632  0.20123132 
30723.55499032  0.27014432 
30724.55520332  0.16270532 
30725.55541732  0.17597832 
30726.55563032  0.11735732 
30727.55584432  0.11476632 
30728.55605732  0.06874732 
30729.55627132  -0.01006132 
30730.55648432  0.02706332 
30731.55669832  0.01892832 
30732.55691132  -0.00445432 
30733.55712532  0.14626732 
30734.55733832  0.02420632 
30735.55559832  -0.01580332 
30736.55581232  -0.04647332 
30737.55602532  0.03963832 
30738.55623932  -0.08661032 
30739.55645332  -0.04193332 
30740.55666632  0.03564732 
30741.55688032  0.01400232 
30742.55709332  0.05385932 
30743.55730732  0.12709932 
30744.55752032  0.05685732 
30745.55773432  0.11208132 
30746.55794732  0.04563232 
30747.55816132  0.17614332 
30748.55837432  0.10584432 
30749.55858832  0.16230732 
30750.55684832  0.10831232 
30751.55706132  0.00089832 
30752.55727532  0.04070732 
30753.55748832  0.08051632 
30754.55770232  0.08057532 
30755.55791532  0.01683732 
30756.55812932  0.13776532 
30757.55834232  0.06987332 
30758.55855632  -0.00451132 
30759.55877032  0.01339732 
30760.55898332  -0.02105332 
30761.55919732  -0.10926932 
30762.55941032  -0.01920132 
30763.55962432  -0.02982532 
30764.55983732  0.04140932 
30765.55809732  -0.06818932 
30766.55831132  0.07510832 
30767.55852432  -0.04933232 
30768.55873832  -0.02190932 
30769.55895132  0.05153632 
30770.55916532  0.07462632 
30771.55937832  0.02967132 
30772.55959232  0.00870632 
30773.55980532  0.13494532 
30774.56001932  0.11590632 
30775.56023232  0.03793932 
30776.56044632  0.01834732 
30777.56065932  -0.04170332 
30778.56087332  -0.02289132 
30779.56108732  0.04775632 
30780.55934632  -0.07786232 
30781.55956032  -0.04643332 
